date,time,Open,High,Low,Close,137768,ema4,ema8,ema16,rsi
1978.03.23,00:00:00,434.26,437.3,431.23,434.26,1215,437.68890997205096,441.2625164360836,446.87816102873774,1.4675613659748443
1978.03.24,00:00:00,430.24,432.97,427.52,430.24,1091,434.70934598323055,438.81306833917614,444.92073031947444,0.5646858905805706
1978.03.27,00:00:00,425.75,427.82,423.68,425.75,829,431.12560758993834,435.91016426380367,442.6653502818892,0.23783247577693903
1978.03.28,00:00:00,427.57,431.31,423.84,427.57,1495,429.703364553963,434.0567944274029,440.889426719314,32.09977981087953
1978.03.29,00:00:00,420.6,423.57,417.64,420.6,1187,426.0620187323778,431.0663956657578,438.50243534057114,9.314454243375891
1978.03.30,00:00:00,416.09,417.63,414.56,416.09,615,422.07321123942666,427.73830774003386,435.86567824168037,4.854815529269846
1978.03.31,00:00:00,421.23,428.1,414.36,421.23,2749,421.735926743656,426.29201713113747,434.1438337426591,54.50508959901337
1978.04.03,00:00:00,409.21,411.3,407.12,409.21,837,416.72555604619356,422.49601332421804,431.2104415376404,15.841491942218752
1978.04.04,00:00:00,408.77,409.6,407.94,408.77,333,413.54333362771615,419.4457881410585,428.5703895920356,15.059411526540067
1978.04.05,00:00:00,409.04,410.11,407.97,409.04,429,411.7420001766297,417.1333907763788,426.27269669885493,19.91189885670883
1978.04.06,00:00:00,409.96,410.29,409.64,409.96,131,411.0292001059778,415.53930393718355,424.3535559107544,42.354329752516215
1978.04.07,00:00:00,411.2,412.67,409.73,411.2,589,411.09752006358667,414.57501417336493,422.8060787447833,67.1605836048039
1978.04.10,00:00:00,412.42,412.56,412.28,412.42,57,411.626512038152,414.0961221348394,421.58418712774994,82.21786440110324
1978.04.11,00:00:00,412.46,412.57,412.35,412.46,45,411.95990722289116,413.7325394382084,420.51075334801465,82.73690338316462
1978.04.12,00:00:00,410.82,411.52,410.12,410.82,281,411.5039443337347,413.0853084519399,419.37066471883645,24.381133475895272
1978.04.13,00:00:00,409.59,410.48,408.7,409.59,357,410.73836660024085,412.3085732403977,418.2199982813263,11.847142016623026
1978.04.14,00:00:00,408.26,409.25,407.27,408.26,397,409.7470199601445,411.4088902980871,417.0482337776408,5.610073066262871
1978.04.17,00:00:00,407.21,407.23,407.2,407.21,7,408.73221197608666,410.4758035651788,415.890794509683,3.063511695024377
1978.04.18,00:00:00,407.93,408.57,407.29,407.93,257,408.411327185652,409.91006943958354,414.9542304497203,40.255888292199835
1978.04.19,00:00:00,408.57,408.68,408.46,408.57,45,408.4747963113912,409.6122762307872,414.20314451445904,64.48229544232622
1978.04.20,00:00:00,411.03,413.64,408.42,411.03,1045,409.4968777868347,409.9273259572789,413.82983339511094,91.37355117004294
1978.04.21,00:00:00,413.35,413.82,412.88,413.35,189,411.0381266721008,410.6879201889947,413.7733824074508,96.447197216667
1978.04.24,00:00:00,414.65,415.55,413.76,414.65,359,412.48287600326046,411.5683823692181,413.8765138889272,97.85863977892319
1978.04.25,00:00:00,414.22,415.41,413.03,414.22,477,413.17772560195624,412.15763073161406,413.91692401964167,77.49256833283088
1978.04.26,00:00:00,411.29,412.66,409.93,411.29,547,412.4226353611738,411.9648239023665,413.6078741349779,20.200332648449887
1978.04.27,00:00:00,408.56,409.76,407.36,408.56,481,410.87758121670424,411.2081963685073,413.0140065896864,8.49567599747873
1978.04.28,00:00:00,408.52,410.15,406.9,408.52,651,409.9345487300226,410.6108193977279,412.4852999320762,8.353831270288657
1978.05.01,00:00:00,411.26,412.23,410.29,411.26,389,410.46472923801355,410.7550817537884,412.34114699889074,72.12170926553125
1978.05.02,00:00:00,412.71,412.91,412.51,412.71,81,411.3628375428081,411.18950803072426,412.3845414696095,83.94511017432055
1978.05.03,00:00:00,412.78,412.84,412.73,412.78,23,411.9297025256849,411.5429506905633,412.4310660025966,84.57666994577953
1978.05.04,00:00:00,411.98,413.06,410.91,411.98,431,411.9498215154109,411.64007275932704,412.3779994140558,44.53410927132803
1978.05.05,00:00:00,410.59,410.76,410.43,410.59,67,411.4058929092465,411.4067232572544,412.16764654181395,16.83564165512789
1978.05.08,00:00:00,410.05,410.8,409.3,410.05,301,410.8635357455479,411.10522920008674,411.9185116545417,11.350507893801
1978.05.09,00:00:00,408.66,409.1,408.22,408.66,177,409.9821214473287,410.5618449334008,411.53515734224266,4.239548531226673
1978.05.10,00:00:00,409.53,410.36,408.7,409.53,333,409.80127286839723,410.3325460593117,411.2992564784494,46.32974801482695
1978.05.11,00:00:00,408.78,409.5,408.07,408.78,287,409.39276372103836,409.98753582390907,411.0028733633377,26.35634698225999
1978.05.12,00:00:00,409.95,410.46,409.45,409.95,203,409.615658232623,409.979194529707,410.87900590882737,68.59646885759108
1978.05.15,00:00:00,411.12,411.9,410.35,411.12,311,410.21739493957375,410.2327068564388,410.90735815484766,85.37431218020997
1978.05.16,00:00:00,412.5,413.26,411.74,412.5,305,411.1304369637443,410.73654977723015,411.0947277836891,93.52937326080693
1978.05.17,00:00:00,408.71,413.1,404.32,408.71,1757,410.1622621782466,410.2862053822901,410.8141715738433,23.02161827550899
1978.05.18,00:00:00,413.33,413.54,413.12,413.33,85,411.42935730694796,410.96260418622563,411.1101513886852,72.87486843045188
1978.05.19,00:00:00,412.29,412.6,411.99,412.29,123,411.7736143841688,411.25758103373107,411.2489571076634,56.42338111595407
1978.05.22,00:00:00,413.35,414.92,411.78,413.35,629,412.4041686305013,411.72256302623526,411.49613862440884,70.156726966033375
1978.05.23,00:00:00,414.53,414.6,414.47,414.53,27,413.25450117830076,412.3464379092941,411.85306349212544,82.46229598774659
1978.05.24,00:00:00,414.36,414.8,413.93,414.36,175,413.69670070698044,412.79389615167315,412.1479971989342,73.7053770334583
1978.05.25,00:00:00,411.72,414.1,409.35,411.72,951,412.9060204241882,412.5552525624125,412.0976445872949,17.147844760140625
1978.05.26,00:00:00,409,409.06,408.94,409,25,411.34361225451295,411.7651964374319,411.73321581231903,6.643366703523857
1978.05.29,00:00:00,408.98,409.02,408.95,408.98,15,410.3981673527078,411.14626389578035,411.4093080696933,6.584053771734158
1978.05.30,00:00:00,408.97,408.97,408.97,408.97,1,409.8269004116247,410.66264969671806,411.12233064972935,6.52579057648832
1978.05.31,00:00:00,405.83,405.83,405.83,405.83,1,408.2281402469748,409.5887275418918,410.49970351446706,0.9952011049961332
1978.06.01,00:00:00,405.13,405.83,404.43,405.13,281,406.98888414818487,408.5978991992492,409.86797368923567,0.7222776529196168
1978.06.02,00:00:00,404.1,404.86,403.35,404.1,303,405.8333304889109,407.5983660438605,409.1893885493256,0.39970038751251447
1978.06.05,00:00:00,402.77,403.32,402.23,402.77,219,404.60799829334655,406.5253958118915,408.434166367052,0.18561499219608074
1978.06.06,00:00:00,402.63,403.26,402,402.63,253,403.81679897600793,405.65975229813785,407.75132326504587,0.16680580523575983
1978.06.07,00:00:00,402.78,402.89,402.68,402.78,43,403.40207938560474,405.0198073429961,407.1664617044522,17.977579050611837
1978.06.08,00:00:00,402.64,403.1,402.18,402.64,185,403.09724763136285,404.4909612667748,406.6339367980461,13.486320504214241
1978.06.09,00:00:00,403.07,403.22,402.92,403.07,61,403.0863485788177,404.1751920963804,406.214650115923,65.86750430876224
1978.06.12,00:00:00,401.89,403.03,400.75,401.89,457,402.6078091472906,403.66737163051806,405.70586774934384,15.23642591426659
1978.06.13,00:00:00,399.13,400.47,397.79,399.13,537,401.21668548837437,402.6590668237362,404.932236249421,3.315248647134854
1978.06.14,00:00:00,396.25,397.68,394.83,396.25,571,399.23001129302463,401.23482975179485,403.9107966906656,1.2591806303613204
1978.06.15,00:00:00,395.14,395.62,394.66,395.14,193,397.5940067758148,399.88042314028485,402.87893825646967,0.8519147704866433
1978.06.16,00:00:00,395.52,395.71,395.33,395.52,77,396.76440406548886,398.91144022022155,402.013180814532,18.827719179653855
1978.06.19,00:00:00,393.39,395.14,391.65,393.39,699,395.4146424392933,397.6844535046167,400.9986889539988,6.208651323500329
1978.06.20,00:00:00,390.12,391.68,388.57,390.12,623,393.29678546357593,396.00346383692414,399.7188431947048,2.0303535808931845
1978.06.21,00:00:00,393.22,396.78,389.67,393.22,1423,393.26607127814555,395.3849163176077,398.95427340709244,56.955082950538966
1978.06.22,00:00:00,393.08,398.11,388.05,393.08,2013,393.1916427668873,394.87271269147266,398.2631824180227,54.210020109434886
1978.06.23,00:00:00,385.77,387.99,383.56,385.77,887,390.2229856601324,392.8498876489232,396.7933962511965,8.985371918255844
1978.06.26,00:00:00,382.26,383.64,380.88,382.26,553,387.03779139607946,390.4965792824958,395.0835849275263,4.988678270495542
1978.06.27,00:00:00,380.7,381.04,380.36,380.7,137,384.50267483764765,388.3195616641634,393.3913984654644,3.5751452206405876
1978.06.28,00:00:00,381.19,381.99,380.4,381.19,319,383.17760490258854,386.7352146276827,391.9559398224686,18.14533998540206
1978.06.29,00:00:00,382.54,382.78,382.3,382.54,97,382.9225629415531,385.80294471041987,390.84818219629585,55.33449433138316
1978.06.30,00:00:00,380.86,382.6,379.13,380.86,695,382.09753776493187,384.70451255254875,389.6731019379081,25.969116994451127
1978.07.03,00:00:00,378.67,379.33,378.02,378.67,263,380.72652265895914,383.3635097630935,388.3786193569777,10.895002592546307
1978.07.04,00:00:00,378.02,378.02,378.02,378.02,1,379.64391359537547,382.17606314907266,387.15995825615676,8.102981433272939
1978.07.05,00:00:00,376.91,376.91,376.91,376.91,1,378.55034815722524,381.0058268937232,385.9540808142559,4.321019230022293
1978.07.06,00:00:00,378.15,379.32,376.98,378.15,469,378.39020889433516,380.37119869511804,385.0359536596376,53.16282625584785
1978.07.07,00:00:00,379.05,379.14,378.97,379.05,35,378.65412533660106,380.0775989850918,384.3317238173273,73.09775075235896
1978.07.10,00:00:00,380.21,381.12,379.31,380.21,363,379.27647520196064,380.10702143284914,383.8468151329359,87.17204795053658
1978.07.11,00:00:00,381.28,382.24,380.32,381.28,385,380.07788512117634,380.36768333666043,383.54483688200224,93.47227174271866
1978.07.12,00:00:00,382.6,383.2,382,382.6,241,381.0867310727058,380.86375370629145,383.43367960176664,97.04863535765257
1978.07.13,00:00:00,382.51,383.03,381.99,382.51,209,381.65603864362345,381.22958621600446,383.3250114133235,90.30216903283862
1978.07.14,00:00:00,381.77,382.24,381.3,381.77,189,381.70162318617406,381.3496781680035,383.142068894109,42.13510317826065
1978.07.17,00:00:00,382.47,383.06,381.89,382.47,235,382.00897391170446,381.59863857511385,383.0630019653903,71.19906826972273
1978.07.18,00:00:00,381.74,381.97,381.52,381.74,91,381.90138434702266,381.63005222508855,382.9073546753444,34.77200216289757
1978.07.19,00:00:00,381.8,381.9,381.7,381.8,41,381.8608306082136,381.6678183972911,382.77707765471564,39.83225271573785
1978.07.20,00:00:00,382.94,383.72,382.17,382.94,311,382.2924983649282,381.9505254201153,382.796244989455,84.75978757746944
1978.07.21,00:00:00,383.71,384.05,383.38,383.71,135,382.8594990189569,382.34151977120075,382.90374557893085,92.41292125606225
1978.07.24,00:00:00,382.07,383.13,381.02,382.07,423,382.5436994113742,382.28118204426727,382.8056578637625,29.439290351616737
1978.07.25,00:00:00,378.8,381.2,376.41,378.8,959,381.0462196468245,381.5075860344301,382.3344039974375,7.919237900903692
1978.07.26,00:00:00,373.74,376.65,370.84,373.74,1163,378.1237317880947,379.7814558045568,381.3232976447978,2.427507034756102
1978.07.27,00:00:00,370.21,371.08,369.34,370.21,349,374.9582390728568,377.6544656257664,380.01585086305687,1.2337622072740817
1978.07.28,00:00:00,367.97,369.22,366.73,367.97,499,372.1629434437141,375.5023621533739,378.59869193799136,0.7596589271123549
1978.07.31,00:00:00,366.07,366.88,365.27,366.07,323,369.7257660662284,373.40628167484635,377.1247281805806,0.45987143471337444
1978.08.01,00:00:00,362.18,364.82,359.54,362.18,1057,366.70745963973707,370.91155241376936,375.36652486521814,0.17579695798011016
1978.08.02,00:00:00,358.57,359.21,357.93,358.57,257,363.45247578384226,368.1689852107095,373.39046311636895,0.08189841286365447
1978.08.03,00:00:00,361.42,363.41,359.43,361.42,797,362.6394854703054,366.6692107194407,371.9821733379726,45.79578922935041
1978.08.04,00:00:00,364.7,366.17,363.24,364.7,587,363.4636912821832,366.2316083373427,371.12544706291703,73.59863882874554
1978.08.07,00:00:00,364.92,365.6,364.24,364.92,273,364.0462147693099,365.9401398179332,370.39539446727974,75.2982985634342
1978.08.08,00:00:00,363.3,364.26,362.35,363.3,383,363.747728861586,365.35344208061474,369.5606421770115,38.65200639322921
1978.08.09,00:00:00,363.91,365.58,362.24,363.91,669,363.8126373169516,365.03267717381146,368.8958607444219,55.106184952893926
1978.08.10,00:00:00,365.06,365.61,364.51,365.06,221,364.311582390171,365.0387489129645,368.444583009784,77.6790456787808
1978.08.11,00:00:00,364.67,364.93,364.42,364.67,103,364.4549494341026,364.9568047100835,368.0005144203976,57.924767995286324
1978.08.14,00:00:00,364.24,364.54,363.95,364.24,119,364.3689696604616,364.79751477450935,367.5581009591744,37.112748143533224
1978.08.15,00:00:00,364.7,365.46,363.94,364.7,305,364.501381796277,364.7758448246184,367.2218537875068,64.44480676539145
1978.08.16,00:00:00,364.62,364.9,364.34,364.62,113,364.5488290777662,364.7412126413698,366.91575334191776,55.981900751284435
1978.08.17,00:00:00,365.2,365.24,365.17,365.2,15,364.8092974466597,364.8431653877321,366.71390000757447,84.84299946296116
1978.08.18,00:00:00,365.75,366.43,365.07,365.75,273,365.1855784679958,365.04468419045827,366.6005000066833,93.24404220555769
1978.08.21,00:00:00,369.46,372.1,366.83,369.46,1055,366.8953470807975,366.0258654814676,366.9369117706029,99.20307956378538
1978.08.22,00:00:00,370.35,371.46,369.25,370.35,443,368.2772082484785,366.9867842633637,367.33845156229665,99.44004630180105
1978.08.23,00:00:00,369.36,369.6,369.13,369.36,95,368.71032494908707,367.51416553817177,367.5762807902617,59.8485869164406
1978.08.24,00:00:00,368.87,369.06,368.69,368.87,75,368.7741949694522,367.8154620852447,367.72848305023086,42.92922103900567
1978.08.25,00:00:00,369.84,370.82,368.86,369.84,393,369.2005169816713,368.26535939963475,367.9768968090272,73.07058006018678
1978.08.28,00:00:00,371.4,371.68,371.13,371.4,111,370.0803101890028,368.9619461997159,368.37961483149456,90.02155609234495
1978.08.29,00:00:00,369.63,371.17,368.1,369.63,615,369.9001861134017,369.11040259977904,368.5267189689658,37.07049035857187
1978.08.30,00:00:00,368.25,369.46,367.05,368.25,483,369.240111668041,368.91920202205034,368.49416379614627,19.335745889358353
1978.08.31,00:00:00,368.81,370.2,367.43,368.81,555,369.0680670008246,368.89493490603917,368.5313209965996,41.89590963009512
1978.09.01,00:00:00,370.49,372.07,368.92,370.49,631,369.63684020049476,369.2493938158083,368.76175382052907,78.30381678915069
1978.09.04,00:00:00,370.83,370.83,370.83,370.83,1,370.1141041202968,369.6006396345175,369.0050769004668,82.69321544859706
1978.09.05,00:00:00,370.78,372.05,369.51,370.78,509,370.38046247217807,369.8627197157358,369.2138913827648,78.0490226655258
1978.09.06,00:00:00,369.23,369.4,369.07,369.23,67,369.92027748330685,369.72211533446114,369.21578651420424,17.413780535829407
1978.09.07,00:00:00,369.88,370.18,369.59,369.88,119,369.9041664899841,369.757200815692,369.293929277239,49.9956994233205
1978.09.08,00:00:00,371.73,373.54,369.93,371.73,723,370.63449989399044,370.19560063442714,369.5805258328579,84.59381753217623
1978.09.11,00:00:00,373.13,373.5,372.76,373.13,149,371.63269993639426,370.8476893823322,369.99811102899224,92.47452618195314
1978.09.12,00:00:00,372.8,373.04,372.56,372.8,97,372.09961996183654,371.2815361862584,370.3277450255814,74.50716916047504
1978.09.13,00:00:00,372.38,372.56,372.2,372.38,73,372.2117719771019,371.5256392559787,370.5691867872777,49.85192293917678
1978.09.14,00:00:00,372.48,372.55,372.41,372.48,29,372.31906318626113,371.73771942131674,370.7939883417156,56.67839781529182
1978.09.15,00:00:00,372.33,372.4,372.26,372.33,29,372.3234379117566,371.8693373276908,370.9746955956314,40.2437095089993
1978.09.18,00:00:00,373.12,373.75,372.49,373.12,253,372.64206274705396,372.14726236598176,371.22708434908645,85.26095912922608
1978.09.19,00:00:00,373.32,373.43,373.21,373.32,45,372.9132376482324,372.4078707290969,371.47330971978215,89.33068234389944
1978.09.20,00:00:00,373.39,373.56,373.23,373.39,67,373.1039425889394,372.62612167818645,371.6988026939254,91.05885399649807
1978.09.21,00:00:00,372.89,374,371.78,372.89,445,373.01836555336365,372.68476130525613,371.8389435534636,27.4775160852063
1978.09.22,00:00:00,371.65,372,371.3,371.65,141,372.47101933201816,372.4548143485325,371.8167149001149,6.156333416566485
1978.09.25,00:00:00,371.19,371.75,370.63,371.19,225,371.9586115992109,372.1737444933031,371.7429837353955,3.9070343866235078
1978.09.26,00:00:00,371.63,372.63,370.63,371.63,401,371.82716695952655,372.0529123836802,371.7296915312313,43.439995181592465
1978.09.27,00:00:00,372.77,372.87,372.68,372.77,39,372.20430017571596,372.21226518730685,371.8520807628512,81.94019468065973
1978.09.28,00:00:00,372.89,373.24,372.55,372.89,139,372.4785801054296,372.3628729234609,371.9741889083981,84.20385402530637
1978.09.29,00:00:00,373.59,373.67,373.51,373.59,33,372.92314806325777,372.6355678293585,372.1642843309395,93.58487335367228
1978.10.02,00:00:00,372.78,373.24,372.33,372.78,183,372.8658888379547,372.6676638672788,372.23672146847605,39.41397154552848
1978.10.03,00:00:00,371.08,372.13,370.04,371.08,419,372.1515333027728,372.31484967455015,372.10063658983177,11.491927942860457
1978.10.04,00:00:00,370.32,370.66,369.99,370.32,135,371.4189199816637,371.87154974687235,371.8911499322045,7.035501586397047
1978.10.05,00:00:00,370.91,371.18,370.65,370.91,107,371.21535198899824,371.6578720253451,371.7757205284157,41.973028496275916
1978.10.06,00:00:00,371.98,373.29,370.68,371.98,523,371.5212111933989,371.72945601971287,371.7997534074256,75.44485116088931
1978.10.09,00:00:00,373.26,373.26,373.26,373.26,1,372.2167267160394,372.0695769042211,371.9715471241991,89.68307640447627
1978.10.10,00:00:00,373.79,374.85,372.74,373.79,423,372.84603602962363,372.45189314772756,372.1854827566463,93.02998002566693
1978.10.11,00:00:00,371.73,373.18,370.29,371.73,579,372.3996216177742,372.2914724482326,372.13189654998206,26.415302623493638
1978.10.12,00:00:00,370.16,370.45,369.88,370.16,115,371.5037729706645,371.8178119041809,371.8999087205724,12.630053495760722
1978.10.13,00:00:00,369.81,370.41,369.21,369.81,241,370.8262637823987,371.3716314810296,371.6540371063874,10.246018830888461
1978.10.16,00:00:00,367.4,369.08,365.72,367.4,673,369.45575826943923,370.4890467074675,371.1535621526948,2.8465280305789418
1978.10.17,00:00:00,365.13,366.49,363.77,365.13,545,367.72545496166356,369.29814743914136,370.4449077817895,1.205921344294234
1978.10.18,00:00:00,363.49,363.79,363.2,363.49,119,366.03127297699814,368.0074480082211,369.62668333687304,0.6579692464114442
1978.10.19,00:00:00,364.66,365.33,363.99,364.66,269,365.4827637861989,367.2635706730609,369.0423676501821,39.73168270537672
1978.10.20,00:00:00,364.14,364.68,363.6,364.14,217,364.94565827171937,366.56944385682516,368.4656185148665,29.43911238596161
1978.10.23,00:00:00,364.15,364.41,363.9,364.15,103,364.62739496303163,366.03178966641957,367.95789868958803,30.13521277583019
1978.10.24,00:00:00,365.27,366.34,364.21,365.27,427,364.88443697781895,365.8625030738819,367.64167531434236,78.23401237836734
1978.10.25,00:00:00,365.28,366.22,364.34,365.28,377,365.04266218669136,365.7330579463526,367.36383115971387,78.49835040898428
1978.10.26,00:00:00,366.84,368.92,364.76,366.84,833,365.7615973120148,365.97904506938534,367.3022039644534,95.51029265223936
1978.10.27,00:00:00,368.88,369.22,368.55,368.88,135,367.00895838720885,366.623701720633,367.4878270274588,98.53720796697696
1978.10.30,00:00:00,370.51,371.48,369.54,370.51,389,368.40937503232533,367.4873235604923,367.8433767889342,99.29584827806391
1978.10.31,00:00:00,372.16,372.71,371.61,372.16,221,369.9096250193952,368.52569610260514,368.3512148137655,99.65650745229314
1978.11.01,00:00:00,371.25,373.86,368.65,371.25,1043,370.4457750116371,369.1310969686929,368.6922483650872,63.67988161544877
1978.11.02,00:00:00,374.78,374.8,374.76,374.78,9,372.17946500698224,370.38640875342776,369.4084544397828,90.44402065993448
1978.11.03,00:00:00,374.47,374.7,374.25,374.47,91,373.0956790041894,371.2938734748883,370.00393038804367,80.07960274793007
1978.11.06,00:00:00,375.2,376.06,374.35,375.2,343,373.9374074025136,372.16190159157975,370.6152326953326,87.06219642599564
1978.11.07,00:00:00,376.16,376.16,376.16,376.16,1,374.8264444415082,373.05036790456205,371.2675582605876,93.26832140337767
1978.11.08,00:00:00,372.49,375.15,369.84,372.49,1063,373.8918666649049,372.92584170354826,371.41137493581255,19.981970267174034
1978.11.09,00:00:00,370.32,370.61,370.03,370.32,117,372.46311999894294,372.3467657694264,371.28297788454046,10.357606708859779
1978.11.10,00:00:00,370.73,371.04,370.42,370.73,125,371.76987199936576,371.98748448733164,371.21792166282984,24.160853877049615
1978.11.13,00:00:00,370.87,371,370.74,370.87,53,371.40992319961947,371.73915460125795,371.1769897024969,31.37709589055391
1978.11.14,00:00:00,371.66,372.46,370.86,371.66,321,371.5099539197717,371.7215646898673,371.23381444337963,66.91050379928468
1978.11.15,00:00:00,373.66,375.83,371.49,373.66,869,372.36997235186305,372.15232809211903,371.5192480382761,90.86381494402961
1978.11.16,00:00:00,377.32,378.73,375.91,377.32,565,374.3499834111178,373.3006996272037,372.2016894455377,97.49656154368454
1978.11.17,00:00:00,377.88,378.61,377.16,377.88,291,375.7619900466707,374.31832193226955,372.86972598135674,97.95162753847787
1978.11.20,00:00:00,377.22,377.37,377.08,377.22,59,376.3451940280024,374.9631392806541,373.38152292472654,68.57086815325538
1978.11.21,00:00:00,377.83,379,376.67,377.83,467,376.9391164168014,375.6002194405088,373.90487316887635,79.7812691257613
1978.11.22,00:00:00,378.8,379.35,378.26,378.8,219,377.6834698500809,376.3112817870624,374.4807704431262,90.52714183141947
1978.11.23,00:00:00,378.12,378.12,378.12,378.12,1,377.85808191004855,376.7132191677152,374.90891509687606,51.87298450115124
1978.11.24,00:00:00,378.26,378.37,378.16,378.26,43,378.01884914602914,377.05694824155626,375.30316037959653,59.06937745999009
1978.11.27,00:00:00,379.72,380.95,378.5,379.72,491,378.6993094876175,377.6487375212105,375.82278857023226,90.06237114978147
1978.11.28,00:00:00,380.64,383.3,377.99,380.64,1063,379.47558569257046,378.313462516497,376.38951932667555,94.91496584566747
