date,time,Open,High,Low,Close,6265,ema4,ema8,ema16,rsi
2016.09.22,22:00:00,131.748,131.808,131.722,131.723,2596,131.79493425703117,131.79832412615414,131.69375000000002,7.481591990027553
2016.09.22,23:00:00,131.727,131.85,131.602,131.788,1438,131.7921605542187,131.79602987589766,131.70483823529415,54.7490056315978
2016.09.23,00:00:00,131.788,131.938,131.757,131.866,2690,131.82169633253122,131.81157879236486,131.7237984429066,79.67301476405316
2016.09.23,01:00:00,131.863,131.981,131.814,131.913,4520,131.85821779951874,131.834116838506,131.74605744962346,87.78263564224821
2016.09.23,02:00:00,131.915,132.287,131.759,131.984,9736,131.90853067971125,131.86742420772688,131.77405069084423,94.46015865555175
2016.09.23,03:00:00,131.986,132.23,131.902,132.171,7004,132.01351840782675,131.93488549489868,131.82075060956842,98.57186083526852
2016.09.23,04:00:00,132.169,132.176,131.926,131.963,5239,131.99331104469604,131.94113316269897,131.83748583197215,37.181352440986494
2016.09.23,05:00:00,131.961,132.013,131.832,131.91,5032,131.95998662681762,131.9342146820992,131.84601691056366,28.223534907524368
2016.09.23,06:00:00,131.911,131.933,131.796,131.857,4622,131.91879197609057,131.91705586385493,131.84730903873265,19.046217334050773
2016.09.23,07:00:00,131.857,131.868,131.573,131.68,6283,131.82327518565435,131.86437678299828,131.82762562241115,6.004747927648009
2016.09.23,08:00:00,131.681,131.685,131.377,131.482,8651,131.68676511139262,131.77940416455422,131.78696378448043,2.371606372038756
2016.09.23,09:00:00,131.478,131.549,131.349,131.45,9992,131.59205906683556,131.70620323909773,131.74732098630625,1.9836615964950255
2016.09.23,10:00:00,131.449,131.529,131.054,131.289,8464,131.47083544010133,131.61349140818712,131.6934008702702,0.7496795333247946
2016.09.23,11:00:00,131.29,131.395,131.141,131.332,7898,131.4153012640608,131.5509377619233,131.65088312082665,25.50381954281032
2016.09.23,12:00:00,131.333,131.343,130.589,130.62,9796,131.09718075843648,131.34406270371812,131.52960275367056,2.754319957950809
2016.09.23,13:00:00,130.62,130.779,130.533,130.779,8349,130.9699084550619,131.218493214003,131.4412965473564,30.459070262446232
2016.09.23,14:00:00,130.779,130.784,130.516,130.592,8751,130.81874507303715,131.0792724997801,131.34137930649092,18.237555662545297
2016.09.23,15:00:00,130.592,130.877,130.451,130.706,13251,130.77364704382228,130.99632305538452,131.26662879984494,45.09702826322293
2016.09.23,16:00:00,130.708,130.989,130.631,130.828,12926,130.79538822629337,130.95891793196574,131.2150254116279,67.76327168284925
2016.09.23,17:00:00,130.829,131.016,130.81,130.93,9706,130.84923293577603,130.95249172486226,131.18149301025989,80.92868812980633
2016.09.23,18:00:00,130.932,131.042,130.888,130.956,5674,130.8919397614656,130.9532713415595,131.15496442081755,84.21514170283531
2016.09.23,19:00:00,130.958,130.991,130.817,130.827,5178,130.86596385687938,130.92521104343518,131.1163803713096,31.07582532836582
2016.09.23,20:00:00,130.826,131.033,130.738,131.031,3699,130.93197831412763,130.9487197004496,131.10633562174377,76.99233180343045
2016.09.23,21:00:00,131.032,131.141,130.991,130.999,3410,130.9587869884766,130.9598931003497,131.0937079015386,63.682636711933995
2016.09.23,22:00:00,130.999,131.075,130.937,131.019,1753,130.98287219308594,130.97302796693864,131.0849187366517,70.13590847156378
2016.09.25,23:00:00,130.872,131.042,130.82,130.945,1079,130.96772331585157,130.96679952984115,131.0684577088103,30.297413702865118
2016.09.26,00:00:00,130.945,131.018,130.922,130.962,1490,130.96543398951093,130.96573296765422,131.05593327247968,44.72354484093952
2016.09.26,01:00:00,130.97,131.112,130.874,130.961,2257,130.96366039370656,130.9646811970644,131.04476465218795,43.66045417179533
